Home_ID,City,Energy_Consumption_kWh,Occupancy,Temperature_C,Humidity_%,HVAC_Usage_kWh,Kitchen_Usage_kWh,Electronics_Usage_kWh,Log_Energy_Consumption
Home_8,Mumbai,-1.0805274582119948,1,25.11,,0.4935240648192898,-0.12179807024029747,0.4698390717970933,1.169381359556317
Home_1,Ahmedabad,-1.5291550679938228,1,15.92,86.39,1.2608159453471823,0.6927561446449624,-0.9097840656596368,0.9895411936137477
Home_3,Lucknow,-0.6996172234915752,1,28.32,85.23,0.1197151999467276,1.9516126585585472,-2.491303272012474,1.3001916620664788
Home_2,Bangalore,-0.7419405829049549,1,20.43,73.0,1.3788608500437805,-0.14648153129742672,-1.246277513819815,1.2864740258376797
Home_10,Chennai,-0.826587301731715,1,32.37,53.83,-1.3951944103262903,1.8775622753871601,-2.154809823852296,1.2584609896100056
Home_10,Jaipur,-2.722673803451139,1,23.2,45.63,-1.2378012040641584,0.914907294159124,0.4025403821650583,0.2468600779315258
Home_10,Hyderabad,-1.1228508176253749,0,24.88,53.24,-1.3361719579779907,0.17440346244525118,2.724345174470288,1.1537315878891892
Home_3,Jaipur,1.4504094347081284,0,20.28,89.45,-0.5688800774500985,-0.09711460918316903,-1.279926858635833,1.8261608959453874
Home_4,Kolkata,-0.20866625429636715,1,28.14,68.44,1.1230968898678173,0.5199719172450592,0.16699496845293338,1.4469189829363254
Home_3,Hyderabad,1.2218632938758773,1,22.99,62.74,0.1197151999467276,0.8161734499306078,0.06604693400488004,1.7817091333745536
Home_3,Jaipur,-0.5557178014860832,1,21.2,65.22,-1.3951944103262903,-0.6648342134971379,-0.03490110044317366,1.3454723665996355
Home_9,Hyderabad,-1.4868317085804428,1,27.26,55.27,0.13938935072949424,0.29782076773089666,-0.20314782452326277,1.007957920399979
Home_7,Mumbai,-0.20866625429636715,1,20.03,59.32,-0.3524644188396678,-1.602805733668044,-1.0107321001076905,1.4469189829363254
Home_9,Lucknow,0.5192955276137686,1,22.8,58.12,-1.1394304501503263,-0.7635680577256545,0.9072805544053248,1.631199404215613
Home_9,Pune,-0.42028305136326705,1,27.17,59.66,0.0803668983811951,-0.3192657586973307,0.8399818647732898,1.3862943611198906
Home_4,Bangalore,-0.38642436383256296,1,19.69,73.24,0.17873765229502672,-2.2445757211534008,1.4120207266455929,1.3962446919730587
Home_3,Chennai,1.0441051843396811,1,9.906250000000004,78.76,-0.13604876022923637,1.4826268984730937,1.3783713818295746,1.7457155307266483
Home_5,Bangalore,-0.3017776450058029,1,30.38,59.11,-1.8083515767643858,-0.09711460918316903,-0.7751866863955655,1.420695787837223
Home_1,Hyderabad,-0.030908144760171334,1,20.34,84.2,-0.45083517275349944,1.4085765153017067,-1.4145242378999041,1.4951487660319727
Home_2,Bangalore,-0.5387884577207313,0,17.06,61.22,,0.9395907552162532,-0.13584913489122738,1.3506671834767394
Home_10,Hyderabad,1.6958849193057328,1,20.08,47.33,0.33613085855715824,-0.46736652504010545,-0.43869323823538736,1.8718021769015913
Home_8,Jaipur,1.086428543753061,1,23.41,58.84,-0.8639923391915957,-0.7635680577256545,0.53713776142913,1.7544036826842861
Home_8,Mumbai,-1.317538270926923,1,23.69,75.76,1.1034227390850508,-1.15850343463972,0.4361897269810758,1.0784095813505903
Home_7,Mumbai,1.5096621378868607,0,33.51,67.08,-0.37213856962243447,-0.04774768706891052,0.06604693400488004,1.8373699804801074
Home_7,Chennai,2.1529772009702364,1,18.28,40.67,0.04101859681566182,-0.7635680577256545,0.9409298992213432,1.951608170169951
Home_1,Hyderabad,0.4431134806696845,1,26.69,46.26,-0.33279026805690115,0.27313730667376823,-0.9770827552916725,1.6134299337036377
Home_4,Hyderabad,1.8990370444899567,1,,72.84,0.5131982156020565,0.9889576773305118,0.16699496845293338,1.9080599249242156
Home_4,Kolkata,-0.03937281664284667,0,33.63,41.85,0.4541757632537573,0.5940223004164461,-0.741537341579548,1.4929040961781488
Home_8,Kolkata,-0.6572938640781948,0,24.34,79.95,-0.529531775884566,-0.7388845966685257,1.8158128644378062,1.3137236682850553
Home_7,Pune,0.0029505427705327617,1,27.78,35.49,0.43450161247099145,0.14972000138812191,-1.4145242378999041,1.5040773967762742
Home_6,Lucknow,-1.139780161390727,1,36.16,59.01,-0.33279026805690115,0.7174396057020915,-0.03490110044317366,1.1474024528375417
Home_5,Hyderabad,0.19763799607208077,1,,71.23,-1.72965497363332,-0.640150752440009,0.26794300290098666,1.5539252025038417
Home_1,Pune,0.6208715902058812,1,25.4,62.88,0.5131982156020565,1.1617419047304158,-0.9097840656596368,1.6544112780768316
Home_4,Mumbai,0.7139829809153166,1,26.19,47.16,0.19841180307779335,0.4952884561879299,-2.08751113422026,1.6752256529721035
Home_7,Kolkata,-1.2328915521001629,0,22.98,54.65,-0.37213856962243447,-1.133819973582591,0.03239758918886175,1.1118575154181303
Home_6,Jaipur,0.0960619334799688,1,30.42,63.6,-0.3524644188396678,-0.6895176745542672,0.30159234771700494,1.528227857008557
Home_6,Delhi,0.663194949619261,1,26.91,58.22,0.17873765229502672,-0.5907838303257509,-0.9434334104756547,1.6639260977181702
Home_3,Chennai,1.7382082787191124,1,29.42,63.37,-0.155722911012003,-1.7262230389536894,0.30159234771700494,1.8794650496471605
Home_10,Hyderabad,-0.335636332536507,1,21.04,73.52,-0.33279026805690115,-1.5287553504966567,-1.1453294793717619,1.410986973710262
Home_6,Bangalore,-0.08169617605622702,1,21.78,67.12,1.4182091516093138,0.0016192350453479954,-0.7751866863955655,1.4816045409242156
Home_5,Ahmedabad,-1.317538270926923,1,22.62,46.11,-0.5885542282328651,0.6433892225307046,0.20064431326895088,1.0784095813505903
Home_8,Delhi,-0.013978800994818828,0,25.09,61.11,-2.0641155369403497,1.7294615090443854,-0.539641272683441,1.4996230464268938
Home_3,Hyderabad,-1.012810083150587,0,19.46,48.37,0.3951533109054582,-0.09711460918316903,-0.337745203787334,1.1939224684724346
Home_4,Jaipur,-0.20020158241369151,1,25.71,82.14,-0.19507121257753626,1.7294615090443854,-0.9770827552916725,1.449269160281279
Home_1,Bangalore,1.0356405124570045,1,24.43,77.67,0.8673329296918528,-0.6648342134971379,0.9072805544053248,1.7439688053917064
Home_6,Delhi,1.712814263071084,1,22.69,63.8,0.21808595386055998,1.1617419047304158,-1.0780307897397259,1.8748743759385615
Home_6,Pune,0.8324883872727811,1,26.34,62.86,0.7492880249952545,0.8161734499306078,-1.4818229275319397,1.7011051009599243
Home_10,Jaipur,-0.5387884577207313,1,23.24,36.92,0.9657036836056851,0.5199719172450592,0.604436451061165,1.3506671834767394
Home_6,Lucknow,-1.7238425212953707,1,24.22,50.15,0.8083104773435537,-3.256597624495694,1.0418779336693964,0.9001613499442714
Home_4,Jaipur,0.10452660536264476,0,20.39,67.81,0.5131982156020565,-1.3312876620396237,1.782163519621788,1.5303947050936475
Home_9,Pune,1.1880046063451728,1,31.03,62.05,-0.2934419664913679,0.42123807301654215,0.9072805544053248,1.7749523509116738
Home_7,Ahmedabad,2.4492407168638963,1,27.51,87.13,-0.19507121257753626,0.19908692350238044,-0.8761347208436189,2.0001277349601105
Home_2,Hyderabad,-0.7080818953742508,0,21.94,44.03,2.0871302782233734,-0.9857192072398165,0.36889103734904,1.297463147413275
Home_9,Hyderabad,0.15531463665870104,1,28.04,50.0,-0.6475766805811642,-0.023064226011781264,0.4698390717970933,1.5432981099295553
Home_4,Pune,-0.12401953546960676,0,17.01,52.67,0.0016702952501285405,-1.7755899610679478,0.09969627882089754,1.4701758451005926
Home_2,Lucknow,-0.35256567630185887,1,23.19,47.42,1.142771040650584,0.050986157159605694,-2.693199340908581,1.4060969884160703
Home_1,Hyderabad,-1.0212747550332628,1,20.73,79.49,0.296782556991625,0.8902238331019947,0.5034884166131116,1.1908875647772805
Home_5,Hyderabad,0.45157815255236106,1,18.56,78.33,,-0.5661003692686216,-0.47234258305140525,1.6154199841116479
Home_7,Pune,0.4431134806696845,1,24.31,65.9,-0.5885542282328651,0.2237703845595097,-0.8761347208436189,1.6134299337036377
Home_5,Bangalore,1.2472573095239046,1,26.01,,3.0314895157961637,0.5940223004164461,-0.337745203787334,1.7867469274045107
Home_8,Hyderabad,1.7805316381324923,1,23.33,59.2,0.47384991403652393,0.5199719172450592,0.6717351406932,1.8870696490323797
Home_10,Mumbai,0.18917332418940483,1,25.52,67.3,2.5199615954442365,0.050986157159605694,-0.5732906174994589,1.551808799597464
Home_9,Hyderabad,-0.15787822300031118,1,16.87,48.54,-0.33279026805690115,0.050986157159605694,-0.20314782452326277,1.4609379041156565
Home_4,Lucknow,1.3911567315293962,1,24.19,53.13,-0.3131161172741345,1.704778047987256,-0.47234258305140525,1.814824742159051
Home_9,Mumbai,0.16377930854137637,1,27.52,56.93,0.06069274759842846,-1.7262230389536894,-0.16949847970724488,1.5454325824581878
Home_10,Delhi,-0.15787822300031118,1,26.36,62.97,-1.4738910134573562,-0.9116688240684292,0.7726831751412541,1.4609379041156565
Home_8,Jaipur,0.10452660536264476,0,29.04,62.82,-1.5919359181539547,0.7668065278163501,1.6139167955416995,1.5303947050936475
Home_4,Lucknow,0.2822847148988409,1,33.42,78.5,0.6509172710814222,-1.9977411105821097,-0.3713945486033515,1.5748464676644813
Home_2,Bangalore,1.1202872312837646,0,26.8,57.87,0.5525465171675897,-0.12179807024029747,-0.7751866863955655,1.7613002617433464
Home_7,Chennai,-0.7165465672569271,1,15.89,52.71,-0.07702630788093723,0.9395907552162532,0.16699496845293338,1.2947271675944
Home_3,Hyderabad,0.08759726159729285,1,34.49,54.2,0.9853778343884518,-1.109136512525462,-0.2367971693392807,1.5260563034950492
Home_9,Delhi,-0.6742232078435471,1,29.98,42.16,-0.6279025297983983,0.14972000138812191,1.0082285888533788,1.308332819650179
Home_10,Lucknow,-0.5641824733687592,1,24.77,53.25,-0.13604876022923637,-0.17116499235455598,0.06604693400488004,1.3428648031925547
Home_7,Bangalore,1.8482490131939004,1,15.8,48.25,-0.33279026805690115,-0.6648342134971379,-0.5732906174994589,1.8991179875485542
Home_9,Chennai,0.7986296997420768,1,24.7,80.65,-0.03767800631540473,1.1617419047304158,-0.03490110044317366,1.6937790608678513
Home_5,Ahmedabad,-0.428747723245943,1,25.29,63.12,-0.7852957360605299,-0.9610357461826873,0.36889103734904,1.3837912309017721
Home_4,Pune,0.028344558418560605,1,24.05,68.11,-1.296823656412458,-1.15850343463972,0.16699496845293338,1.5107219394949425
Home_9,Ahmedabad,-1.088992130094671,1,22.78,73.99,0.9657036836056851,-0.39331614186871766,-1.246277513819815,1.1662709371419244
Home_9,Kolkata,1.2387926376412286,1,15.93,69.08,0.9657036836056851,-0.8869853630112999,0.30159234771700494,1.7850704810772584
Home_6,Pune,2.758201240581571,1,33.0,89.82,,-1.4300215062681403,-1.246277513819815,2.048337796628502
Home_5,Delhi,0.16377930854137637,1,22.19,58.75,-0.2540936649258354,0.3471876898451552,0.9072805544053248,1.5454325824581878
Home_6,Jaipur,-0.3610303481845351,1,13.19,42.68,2.421590841530404,-0.3192657586973307,-0.6742386519475122,1.4036429994545037
Home_7,Mumbai,-1.9439239902449468,1,23.06,71.36,0.8870070804746194,-0.9116688240684292,1.3783713818295746,0.7884573603642703
Home_7,Ahmedabad,-0.5472531296034069,1,19.48,35.09,0.1590635015122601,-0.9857192072398165,0.06604693400488004,1.3480731482996928
Home_8,Delhi,-1.884671287066215,0,25.65,75.49,0.21808595386055998,-0.6895176745542672,-0.13584913489122738,0.8197798314933114
Home_1,Pune,-0.5049297701900272,1,22.18,75.81,0.43450161247099145,-0.04774768706891052,-1.3472255482678683,1.3609765531356006
Home_4,Jaipur,-2.705744459685787,1,22.09,46.8,1.0247261359539843,0.5446553783021876,-0.10219979007520907,0.26236426446749106
Home_7,Lucknow,0.16377930854137637,0,26.95,24.3,1.595276508654212,-1.0350861293540747,1.6139167955416995,1.5454325824581878
Home_9,Bangalore,-0.3017776450058029,1,30.48,61.13,1.1821193422161165,0.4459215340736714,1.075527278485414,1.420695787837223
Home_3,Kolkata,0.4939015119657408,0,20.55,68.87,-1.5525876165884218,0.3225042287880259,-0.337745203787334,1.6253112615903906
Home_3,Bangalore,-0.06476683229087513,1,34.43,66.46,0.4541757632537573,0.07566961821673496,-0.8761347208436189,1.4861396960896067
Home_4,Mumbai,2.1106538415568568,0,22.52,77.63,1.5559282070886795,1.1617419047304158,0.8063325199572716,1.944480556245719
Home_1,Hyderabad,0.9086704342168647,1,25.01,59.25,-0.529531775884566,-0.09711460918316903,-0.16949847970724488,1.7173950539391927
Home_5,Delhi,-0.8011932860836871,1,13.21,71.82,1.1624451914333498,0.5940223004164461,0.33524169253302166,1.2669476034873244
Home_7,Jaipur,-0.8350519736143912,0,15.37,68.52,0.23776010464332664,0.8902238331019947,-0.4050438934193698,1.2556160374777743
Home_4,Pune,-1.1143861457426987,1,14.09,53.97,-0.9033406407571282,-0.12179807024029747,-1.279926858635833,1.1568811967920856
Home_6,Bangalore,1.1626105906971451,1,34.84,92.4,0.5722206679503563,-0.4179996029258469,-0.8088360312115834,1.7698546338400052
Home_2,Jaipur,0.10452660536264476,0,23.18,51.66,-1.0607338470192607,-0.5167334471543635,-0.9434334104756547,1.5303947050936475
Home_6,Lucknow,0.8155590435074286,1,36.37,54.22,0.8870070804746194,0.4952884561879299,-0.3040958589713165,1.6974487897568136
Home_9,Bangalore,0.5700835589098243,1,25.49,27.58,1.2411417945644156,-0.5661003692686216,-1.6837189964280466,1.6428726885203377
Home_10,Ahmedabad,-0.8519813173797428,1,22.23,60.69,-0.5098576251017993,-1.2819207399253656,-2.289407203116367,1.2499017362143359
Home_7,Mumbai,-0.5895764890167873,1,22.14,71.1,0.06069274759842846,-0.22053191446881448,0.9072805544053248,1.33500106673234
Home_8,Pune,-0.35256567630185887,1,15.2,70.05,-1.3951944103262903,0.3718711509022844,0.9409298992213432,1.4060969884160703
Home_6,Lucknow,-0.4964650983073509,1,20.56,67.18,1.1230968898678173,-0.7142011356113964,0.23429365808496838,1.3635373739972745
